source_id,target_id,source_index,target_index,source,target,label,split,negative_type,similarity
236,5,236,5,unsupervised learning,anomaly detection,1,gold_all,none,0.5358148813247681
11,6,11,6,bias unit,back prop,1,gold_all,none,0.5517752766609192
21,6,21,6,classification problem,back prop,1,gold_all,none,0.27561044692993164
26,6,26,6,features,back prop,1,gold_all,none,0.3886766731739044
48,6,48,6,derivative term,back prop,1,gold_all,none,0.5828767418861389
54,6,54,6,error cost function,back prop,1,gold_all,none,0.437011182308197
68,6,68,6,forward propagation,back prop,1,gold_all,none,0.6669451594352722
77,6,77,6,global optimum,back prop,1,gold_all,none,0.30176687240600586
81,6,81,6,gradient descent,back prop,1,gold_all,none,0.517733097076416
83,6,83,6,hidden layer,back prop,1,gold_all,none,0.5770054459571838
84,6,84,6,hidden unit,back prop,1,gold_all,none,0.5447763204574585
89,6,89,6,hypothesis,back prop,1,gold_all,none,0.36281701922416687
95,6,95,6,input layer,back prop,1,gold_all,none,0.4311176538467407
97,6,97,6,input units,back prop,1,gold_all,none,0.48399192094802856
111,6,111,6,learning method,back prop,1,gold_all,none,0.41462233662605286
113,6,113,6,learning rate,back prop,1,gold_all,none,0.41618674993515015
121,6,121,6,linear regression,back prop,1,gold_all,none,0.3745601773262024
122,6,122,6,local minimum,back prop,1,gold_all,none,0.3580161929130554
123,6,123,6,local optima,back prop,1,gold_all,none,0.3863926827907562
126,6,126,6,logistic function,back prop,1,gold_all,none,0.34908327460289
127,6,127,6,logistic regression,back prop,1,gold_all,none,0.28118079900741577
128,6,128,6,loss function,back prop,1,gold_all,none,0.5164549350738525
152,6,152,6,multi-class classification,back prop,1,gold_all,none,0.30280524492263794
158,6,158,6,neural network,back prop,1,gold_all,none,0.587295651435852
6,159,6,159,back prop,neural network learning,1,gold_all,none,0.5514421463012695
165,6,165,6,matrix,back prop,1,gold_all,none,0.43245863914489746
169,6,169,6,optimization algorithms,back prop,1,gold_all,none,0.4237128496170044
173,6,173,6,output layer,back prop,1,gold_all,none,0.5287343859672546
174,6,174,6,output unit,back prop,1,gold_all,none,0.5082144737243652
176,6,176,6,parameter vector,back prop,1,gold_all,none,0.5089216232299805
177,6,177,6,partial derivative,back prop,1,gold_all,none,0.603698194026947
214,6,214,6,squared error,back prop,1,gold_all,none,0.3672209084033966
228,6,228,6,training data,back prop,1,gold_all,none,0.3797963261604309
229,6,229,6,training data set,back prop,1,gold_all,none,0.4202539920806885
13,7,13,7,big data sets,batch gradient descent,1,gold_all,none,0.45150458812713623
48,7,48,7,derivative term,batch gradient descent,1,gold_all,none,0.5633713006973267
76,7,76,7,global minimum,batch gradient descent,1,gold_all,none,0.5847243070602417
77,7,77,7,global optimum,batch gradient descent,1,gold_all,none,0.4827991724014282
81,7,81,7,gradient descent,batch gradient descent,1,gold_all,none,0.7861573696136475
89,7,89,7,hypothesis,batch gradient descent,1,gold_all,none,0.3898891508579254
98,7,98,7,iterative algorithm,batch gradient descent,1,gold_all,none,0.6030818819999695
111,7,111,7,learning method,batch gradient descent,1,gold_all,none,0.5350494384765625
112,7,112,7,learning problem,batch gradient descent,1,gold_all,none,0.46142512559890747
7,113,7,113,batch gradient descent,learning rate,1,gold_all,none,0.6262151598930359
117,7,117,7,linear algebra,batch gradient descent,1,gold_all,none,0.30594903230667114
123,7,123,7,local optima,batch gradient descent,1,gold_all,none,0.5210709571838379
128,7,128,7,loss function,batch gradient descent,1,gold_all,none,0.5306435823440552
7,144,7,144,batch gradient descent,mini-batch gradient descent,1,gold_all,none,0.7821693420410156
7,145,7,145,batch gradient descent,mini-batch size,1,gold_all,none,0.7012131214141846
169,7,169,7,optimization algorithms,batch gradient descent,1,gold_all,none,0.609085202217102
170,7,170,7,optimization objective,batch gradient descent,1,gold_all,none,0.44611072540283203
177,7,177,7,partial derivative,batch gradient descent,1,gold_all,none,0.5109536051750183
214,7,214,7,squared error,batch gradient descent,1,gold_all,none,0.42386990785598755
8,9,8,9,bayesian approach,bayesian inference,1,gold_all,none,0.7867550849914551
125,8,125,8,log likelihood,bayesian approach,1,gold_all,none,0.4594234824180603
140,8,140,8,maximum likelihood,bayesian approach,1,gold_all,none,0.5277824401855469
141,8,141,8,maximum likelihood estimate,bayesian approach,1,gold_all,none,0.5349897742271423
29,9,29,9,conditional distribution,bayesian inference,1,gold_all,none,0.6964138150215149
41,9,41,9,data set,bayesian inference,1,gold_all,none,0.4161180257797241
9,75,9,75,bayesian inference,gibbs sampler,1,gold_all,none,0.5951100587844849
99,9,99,9,joint model probability,bayesian inference,1,gold_all,none,0.5560579895973206
9,109,9,109,bayesian inference,latent dirichlet allocation,1,gold_all,none,0.4038380980491638
111,9,111,9,learning method,bayesian inference,1,gold_all,none,0.5073518753051758
112,9,112,9,learning problem,bayesian inference,1,gold_all,none,0.5248554348945618
130,9,130,9,machine learning,bayesian inference,1,gold_all,none,0.4775681495666504
131,9,131,9,machine learning algorithm,bayesian inference,1,gold_all,none,0.45666083693504333
140,9,140,9,maximum likelihood,bayesian inference,1,gold_all,none,0.49552467465400696
141,9,141,9,maximum likelihood estimate,bayesian inference,1,gold_all,none,0.514721155166626
150,9,150,9,model parameters,bayesian inference,1,gold_all,none,0.36871522665023804
195,9,195,9,probabilistic model,bayesian inference,1,gold_all,none,0.6959661245346069
10,38,10,38,bias problem,cross validation error,1,gold_all,none,0.6286046504974365
41,10,41,10,data set,bias problem,1,gold_all,none,0.45827990770339966
56,10,56,10,evaluation metrics,bias problem,1,gold_all,none,0.414995402097702
73,10,73,10,generalization error,bias problem,1,gold_all,none,0.672133207321167
89,10,89,10,hypothesis,bias problem,1,gold_all,none,0.567470908164978
10,110,10,110,bias problem,learning curve,1,gold_all,none,0.5688503384590149
111,10,111,10,learning method,bias problem,1,gold_all,none,0.48671644926071167
112,10,112,10,learning problem,bias problem,1,gold_all,none,0.6659789681434631
114,10,114,10,learning system,bias problem,1,gold_all,none,0.4992689788341522
128,10,128,10,loss function,bias problem,1,gold_all,none,0.47736847400665283
130,10,130,10,machine learning,bias problem,1,gold_all,none,0.574369490146637
134,10,134,10,massive training set,bias problem,1,gold_all,none,0.5003269910812378
151,10,151,10,model selection,bias problem,1,gold_all,none,0.5036443471908569
10,204,10,204,bias problem,regularization,1,gold_all,none,0.4917111098766327
219,10,219,10,supervised learning,bias problem,1,gold_all,none,0.49587783217430115
226,10,226,10,test data set,bias problem,1,gold_all,none,0.49156075716018677
227,10,227,10,test error,bias problem,1,gold_all,none,0.5784107446670532
228,10,228,10,training data,bias problem,1,gold_all,none,0.5936265587806702
229,10,229,10,training data set,bias problem,1,gold_all,none,0.5299854874610901
230,10,230,10,training error,bias problem,1,gold_all,none,0.6682341694831848
11,68,11,68,bias unit,forward propagation,1,gold_all,none,0.4530203342437744
83,11,83,11,hidden layer,bias unit,1,gold_all,none,0.5616836547851562
84,11,84,11,hidden unit,bias unit,1,gold_all,none,0.7046970725059509
95,11,95,11,input layer,bias unit,1,gold_all,none,0.5355066657066345
97,11,97,11,input units,bias unit,1,gold_all,none,0.7478407025337219
158,11,158,11,neural network,bias unit,1,gold_all,none,0.5490690469741821
176,11,176,11,parameter vector,bias unit,1,gold_all,none,0.5730184316635132
41,12,41,12,data set,bias variance trade-off,1,gold_all,none,0.43032264709472656
53,12,53,12,error analysis,bias variance trade-off,1,gold_all,none,0.4967433214187622
73,12,73,12,generalization error,bias variance trade-off,1,gold_all,none,0.7034676671028137
88,12,88,12,recall,bias variance trade-off,1,gold_all,none,0.44199424982070923
94,12,94,12,input data,bias variance trade-off,1,gold_all,none,0.4281890392303467
111,12,111,12,learning method,bias variance trade-off,1,gold_all,none,0.459823876619339
112,12,112,12,learning problem,bias variance trade-off,1,gold_all,none,0.5337499976158142
114,12,114,12,learning system,bias variance trade-off,1,gold_all,none,0.47020024061203003
128,12,128,12,loss function,bias variance trade-off,1,gold_all,none,0.47418224811553955
130,12,130,12,machine learning,bias variance trade-off,1,gold_all,none,0.5229874849319458
131,12,131,12,machine learning algorithm,bias variance trade-off,1,gold_all,none,0.46569356322288513
133,12,133,12,machine learning system,bias variance trade-off,1,gold_all,none,0.5378612279891968
149,12,149,12,model complexity,bias variance trade-off,1,gold_all,none,0.6671696901321411
151,12,151,12,model selection,bias variance trade-off,1,gold_all,none,0.6806591749191284
192,12,192,12,prediction error,bias variance trade-off,1,gold_all,none,0.6243966817855835
12,204,12,204,bias variance trade-off,regularization,1,gold_all,none,0.6373522281646729
225,12,225,12,test data,bias variance trade-off,1,gold_all,none,0.5843286514282227
226,12,226,12,test data set,bias variance trade-off,1,gold_all,none,0.4946640729904175
227,12,227,12,test error,bias variance trade-off,1,gold_all,none,0.5004569888114929
228,12,228,12,training data,bias variance trade-off,1,gold_all,none,0.5954524278640747
229,12,229,12,training data set,bias variance trade-off,1,gold_all,none,0.5316252112388611
230,12,230,12,training error,bias variance trade-off,1,gold_all,none,0.6353728771209717
234,12,234,12,tuning parameter,bias variance trade-off,1,gold_all,none,0.5556635856628418
238,12,238,12,validation set,bias variance trade-off,1,gold_all,none,0.5987581014633179
242,12,242,12,overfitting,bias variance trade-off,1,gold_all,none,0.7345192432403564
243,12,243,12,underfitting,bias variance trade-off,1,gold_all,none,0.5991352796554565
41,13,41,13,data set,big data sets,1,gold_all,none,0.6704506278038025
13,46,13,46,big data sets,deep learning,1,gold_all,none,0.5785285830497742
13,47,13,47,big data sets,deep neural network,1,gold_all,none,0.4979713559150696
13,51,13,51,big data sets,document retrieval,1,gold_all,none,0.33969736099243164
13,158,13,158,big data sets,neural network,1,gold_all,none,0.47853004932403564
13,199,13,199,big data sets,recommender system,1,gold_all,none,0.35629093647003174
19,14,19,14,classification approach,binary classification,1,gold_all,none,0.664863109588623
21,14,21,14,classification problem,binary classification,1,gold_all,none,0.7597355842590332
26,14,26,14,features,binary classification,1,gold_all,none,0.5028700232505798
41,14,41,14,data set,binary classification,1,gold_all,none,0.45627617835998535
111,14,111,14,learning method,binary classification,1,gold_all,none,0.4606916010379791
130,14,130,14,machine learning,binary classification,1,gold_all,none,0.538762092590332
131,14,131,14,machine learning algorithm,binary classification,1,gold_all,none,0.5255787968635559
14,152,14,152,binary classification,multi-class classification,1,gold_all,none,0.6866027116775513
157,14,157,14,negative example,binary classification,1,gold_all,none,0.4582882821559906
14,158,14,158,binary classification,neural network,1,gold_all,none,0.397822767496109
185,14,185,14,positive class,binary classification,1,gold_all,none,0.6545352935791016
186,14,186,14,positive data,binary classification,1,gold_all,none,0.5032484531402588
188,14,188,14,positive training example,binary classification,1,gold_all,none,0.4571491479873657
190,14,190,14,predicted class,binary classification,1,gold_all,none,0.706377387046814
191,14,191,14,predicted value,binary classification,1,gold_all,none,0.37887823581695557
14,204,14,204,binary classification,regularization,1,gold_all,none,0.4416838586330414
226,14,226,14,test data set,binary classification,1,gold_all,none,0.4395489990711212
228,14,228,14,training data,binary classification,1,gold_all,none,0.5142256021499634
229,14,229,14,training data set,binary classification,1,gold_all,none,0.4504740238189697
41,15,41,15,data set,boosting algorithm,1,gold_all,none,0.41835159063339233
111,15,111,15,learning method,boosting algorithm,1,gold_all,none,0.5375425219535828
112,15,112,15,learning problem,boosting algorithm,1,gold_all,none,0.4597855508327484
130,15,130,15,machine learning,boosting algorithm,1,gold_all,none,0.4580812156200409
131,15,131,15,machine learning algorithm,boosting algorithm,1,gold_all,none,0.563877284526825
228,15,228,15,training data,boosting algorithm,1,gold_all,none,0.5089743733406067
241,15,241,15,weak classifier,boosting algorithm,1,gold_all,none,0.6769816279411316
16,17,16,17,character recognition,character segmentation,1,gold_all,none,0.7307542562484741
19,16,19,16,classification approach,character recognition,1,gold_all,none,0.3383164405822754
27,16,27,16,computer vision,character recognition,1,gold_all,none,0.672603964805603
41,16,41,16,data set,character recognition,1,gold_all,none,0.34510475397109985
112,16,112,16,learning problem,character recognition,1,gold_all,none,0.37563851475715637
114,16,114,16,learning system,character recognition,1,gold_all,none,0.4513605833053589
130,16,130,16,machine learning,character recognition,1,gold_all,none,0.5469536781311035
132,16,132,16,machine learning application,character recognition,1,gold_all,none,0.4259590208530426
133,16,133,16,machine learning system,character recognition,1,gold_all,none,0.4674372375011444
166,16,166,16,ocr problem,character recognition,1,gold_all,none,0.7779281735420227
16,180,16,180,character recognition,photo ocr,1,gold_all,none,0.738190770149231
225,16,225,16,test data,character recognition,1,gold_all,none,0.3578774929046631
226,16,226,16,test data set,character recognition,1,gold_all,none,0.31675130128860474
228,16,228,16,training data,character recognition,1,gold_all,none,0.41207003593444824
229,16,229,16,training data set,character recognition,1,gold_all,none,0.3434205651283264
112,17,112,17,learning problem,character segmentation,1,gold_all,none,0.2753954529762268
114,17,114,17,learning system,character segmentation,1,gold_all,none,0.3084154725074768
130,17,130,17,machine learning,character segmentation,1,gold_all,none,0.3091481328010559
132,17,132,17,machine learning application,character segmentation,1,gold_all,none,0.23139910399913788
133,17,133,17,machine learning system,character segmentation,1,gold_all,none,0.2707568109035492
225,17,225,17,test data,character segmentation,1,gold_all,none,0.24239709973335266
226,17,226,17,test data set,character segmentation,1,gold_all,none,0.2265649139881134
228,17,228,17,training data,character segmentation,1,gold_all,none,0.32292166352272034
229,17,229,17,training data set,character segmentation,1,gold_all,none,0.2595773935317993
21,18,21,18,classification problem,classification accuracy,1,gold_all,none,0.5946195721626282
18,31,18,31,classification accuracy,confusion matrix,1,gold_all,none,0.7384795546531677
18,37,18,37,classification accuracy,cross validation,1,gold_all,none,0.49620741605758667
41,18,41,18,data set,classification accuracy,1,gold_all,none,0.41095584630966187
18,53,18,53,classification accuracy,error analysis,1,gold_all,none,0.6081732511520386
56,18,56,18,evaluation metrics,classification accuracy,1,gold_all,none,0.7046406269073486
18,58,18,58,classification accuracy,f1 score,1,gold_all,none,0.7535176873207092
18,60,18,60,classification accuracy,false negative,1,gold_all,none,0.6424838304519653
18,61,18,61,classification accuracy,false positives,1,gold_all,none,0.661636233329773
94,18,94,18,input data,classification accuracy,1,gold_all,none,0.43082091212272644
106,18,106,18,labeled data,classification accuracy,1,gold_all,none,0.5169098377227783
112,18,112,18,learning problem,classification accuracy,1,gold_all,none,0.43991345167160034
130,18,130,18,machine learning,classification accuracy,1,gold_all,none,0.4422156810760498
157,18,157,18,negative example,classification accuracy,1,gold_all,none,0.4297941029071808
186,18,186,18,positive data,classification accuracy,1,gold_all,none,0.5352907180786133
190,18,190,18,predicted class,classification accuracy,1,gold_all,none,0.7232315540313721
191,18,191,18,predicted value,classification accuracy,1,gold_all,none,0.4635201394557953
219,18,219,18,supervised learning,classification accuracy,1,gold_all,none,0.5341590642929077
225,18,225,18,test data,classification accuracy,1,gold_all,none,0.4907578229904175
226,18,226,18,test data set,classification accuracy,1,gold_all,none,0.5110185146331787
18,232,18,232,classification accuracy,true negatives,1,gold_all,none,0.6680481433868408
18,233,18,233,classification accuracy,true positives,1,gold_all,none,0.6668640375137329
18,238,18,238,classification accuracy,validation set,1,gold_all,none,0.4833642840385437
21,19,21,19,classification problem,classification approach,1,gold_all,none,0.8068174123764038
26,19,26,19,features,classification approach,1,gold_all,none,0.5576369166374207
41,19,41,19,data set,classification approach,1,gold_all,none,0.5168584585189819
67,19,67,19,feature vector,classification approach,1,gold_all,none,0.42285579442977905
111,19,111,19,learning method,classification approach,1,gold_all,none,0.7386230230331421
112,19,112,19,learning problem,classification approach,1,gold_all,none,0.6316553950309753
19,118,19,118,classification approach,linear classifier,1,gold_all,none,0.5978448390960693
19,127,19,127,classification approach,logistic regression,1,gold_all,none,0.5629183053970337
130,19,130,19,machine learning,classification approach,1,gold_all,none,0.5250515937805176
131,19,131,19,machine learning algorithm,classification approach,1,gold_all,none,0.6966084837913513
19,152,19,152,classification approach,multi-class classification,1,gold_all,none,0.6541901230812073
19,158,19,158,classification approach,neural network,1,gold_all,none,0.47831055521965027
185,19,185,19,positive class,classification approach,1,gold_all,none,0.5206353664398193
186,19,186,19,positive data,classification approach,1,gold_all,none,0.48121532797813416
19,207,19,207,classification approach,sentiment analysis,1,gold_all,none,0.4183978736400604
219,19,219,19,supervised learning,classification approach,1,gold_all,none,0.6435481905937195
19,227,19,227,classification approach,test error,1,gold_all,none,0.44678258895874023
19,230,19,230,classification approach,training error,1,gold_all,none,0.5140649080276489
19,239,19,239,classification approach,variance problem,1,gold_all,none,0.3401869535446167
21,20,21,20,classification problem,classification error,1,gold_all,none,0.6523828506469727
20,31,20,31,classification error,confusion matrix,1,gold_all,none,0.7967306971549988
20,37,20,37,classification error,cross validation,1,gold_all,none,0.6335625052452087
20,38,20,38,classification error,cross validation error,1,gold_all,none,0.7740248441696167
41,20,41,20,data set,classification error,1,gold_all,none,0.4701094627380371
53,20,53,20,error analysis,classification error,1,gold_all,none,0.7809313535690308
20,60,20,60,classification error,false negative,1,gold_all,none,0.6885218620300293
20,61,20,61,classification error,false positives,1,gold_all,none,0.6873753070831299
130,20,130,20,machine learning,classification error,1,gold_all,none,0.5562664270401001
157,20,157,20,negative example,classification error,1,gold_all,none,0.4770698547363281
185,20,185,20,positive class,classification error,1,gold_all,none,0.5543649196624756
186,20,186,20,positive data,classification error,1,gold_all,none,0.4997326135635376
20,189,20,189,classification error,precision recall curve,1,gold_all,none,0.6188564896583557
190,20,190,20,predicted class,classification error,1,gold_all,none,0.7546460628509521
191,20,191,20,predicted value,classification error,1,gold_all,none,0.5123704075813293
20,204,20,204,classification error,regularization,1,gold_all,none,0.5507404804229736
20,227,20,227,classification error,test error,1,gold_all,none,0.745601236820221
20,230,20,230,classification error,training error,1,gold_all,none,0.7886317372322083
20,232,20,232,classification error,true negatives,1,gold_all,none,0.6452708840370178
20,233,20,233,classification error,true positives,1,gold_all,none,0.6147100925445557
20,237,20,237,classification error,validation error,1,gold_all,none,0.8176051378250122
20,242,20,242,classification error,overfitting,1,gold_all,none,0.6214174032211304
20,243,20,243,classification error,underfitting,1,gold_all,none,0.5958940982818604
41,21,41,21,data set,classification problem,1,gold_all,none,0.47047901153564453
21,42,21,42,classification problem,decision boundaries,1,gold_all,none,0.5832006931304932
21,44,21,44,classification problem,decision tree,1,gold_all,none,0.6271666884422302
21,46,21,46,classification problem,deep learning,1,gold_all,none,0.43487057089805603
21,68,21,68,classification problem,forward propagation,1,gold_all,none,0.2618643045425415
21,91,21,91,classification problem,image classification,1,gold_all,none,0.6066964268684387
112,21,112,21,learning problem,classification problem,1,gold_all,none,0.7349330186843872
21,118,21,118,classification problem,linear classifier,1,gold_all,none,0.5955156683921814
21,127,21,127,classification problem,logistic regression,1,gold_all,none,0.6256396770477295
130,21,130,21,machine learning,classification problem,1,gold_all,none,0.550216019153595
21,147,21,147,classification problem,misclassification error,1,gold_all,none,0.6243305206298828
21,152,21,152,classification problem,multi-class classification,1,gold_all,none,0.7064105272293091
21,158,21,158,classification problem,neural network,1,gold_all,none,0.4984797239303589
21,159,21,159,classification problem,neural network learning,1,gold_all,none,0.4520782232284546
219,21,219,21,supervised learning,classification problem,1,gold_all,none,0.6541925072669983
21,221,21,221,classification problem,support vector machine,1,gold_all,none,0.5848274230957031
23,22,23,22,cluster,cluster center,1,gold_all,none,0.6955273151397705
24,22,24,22,clustering algorithm,cluster center,1,gold_all,none,0.6296133995056152
22,85,22,85,cluster center,hierarchical clustering,1,gold_all,none,0.5516119003295898
22,100,22,100,cluster center,k means,1,gold_all,none,0.7125790119171143
22,102,22,102,cluster center,k-means objective,1,gold_all,none,0.6605091094970703
23,24,23,24,cluster,clustering algorithm,1,gold_all,none,0.846596360206604
23,25,23,25,cluster,collaborative filtering,1,gold_all,none,0.3714635372161865
23,85,23,85,cluster,hierarchical clustering,1,gold_all,none,0.7596371173858643
23,100,23,100,cluster,k means,1,gold_all,none,0.8375625610351562
23,102,23,102,cluster,k-means objective,1,gold_all,none,0.6849727034568787
236,23,236,23,unsupervised learning,cluster,1,gold_all,none,0.6403340101242065
41,24,41,24,data set,clustering algorithm,1,gold_all,none,0.4673793315887451
24,85,24,85,clustering algorithm,hierarchical clustering,1,gold_all,none,0.721472978591919
24,100,24,100,clustering algorithm,k means,1,gold_all,none,0.86407071352005
24,102,24,102,clustering algorithm,k-means objective,1,gold_all,none,0.667475700378418
111,24,111,24,learning method,clustering algorithm,1,gold_all,none,0.5631963014602661
112,24,112,24,learning problem,clustering algorithm,1,gold_all,none,0.4690929055213928
130,24,130,24,machine learning,clustering algorithm,1,gold_all,none,0.4475255310535431
131,24,131,24,machine learning algorithm,clustering algorithm,1,gold_all,none,0.5948050618171692
236,24,236,24,unsupervised learning,clustering algorithm,1,gold_all,none,0.6900282502174377
41,25,41,25,data set,collaborative filtering,1,gold_all,none,0.2680707275867462
67,25,67,25,feature vector,collaborative filtering,1,gold_all,none,0.27004295587539673
111,25,111,25,learning method,collaborative filtering,1,gold_all,none,0.2869260013103485
112,25,112,25,learning problem,collaborative filtering,1,gold_all,none,0.269463449716568
117,25,117,25,linear algebra,collaborative filtering,1,gold_all,none,0.3680925965309143
130,25,130,25,machine learning,collaborative filtering,1,gold_all,none,0.39911216497421265
131,25,131,25,machine learning algorithm,collaborative filtering,1,gold_all,none,0.34548982977867126
136,25,136,25,matrix factorization,collaborative filtering,1,gold_all,none,0.7913245558738708
165,25,165,25,matrix,collaborative filtering,1,gold_all,none,0.3853752613067627
191,25,191,25,predicted value,collaborative filtering,1,gold_all,none,0.2550055682659149
199,25,199,25,recommender system,collaborative filtering,1,gold_all,none,0.8358440399169922
224,25,224,25,symmetric matrix,collaborative filtering,1,gold_all,none,0.3565220832824707
226,25,226,25,test data set,collaborative filtering,1,gold_all,none,0.21075735986232758
228,25,228,25,training data,collaborative filtering,1,gold_all,none,0.3111411929130554
229,25,229,25,training data set,collaborative filtering,1,gold_all,none,0.26868754625320435
26,27,26,27,features,computer vision,1,gold_all,none,0.4967472553253174
26,37,26,37,features,cross validation,1,gold_all,none,0.5530591607093811
40,26,40,26,data representation,features,1,gold_all,none,0.6689106822013855
26,42,26,42,features,decision boundaries,1,gold_all,none,0.5010194778442383
26,43,26,43,features,decision stamp,1,gold_all,none,0.3660337030887604
26,44,26,44,features,decision tree,1,gold_all,none,0.580129861831665
26,45,26,45,features,deep features,1,gold_all,none,0.6039938926696777
26,46,26,46,features,deep learning,1,gold_all,none,0.532131552696228
26,47,26,47,features,deep neural network,1,gold_all,none,0.5207206606864929
26,49,26,49,features,design matrix,1,gold_all,none,0.5803049802780151
26,50,26,50,features,dimensionality reduction,1,gold_all,none,0.6627230644226074
26,59,26,59,features,face detection,1,gold_all,none,0.42968320846557617
26,62,26,62,features,feature engineering,1,gold_all,none,0.7759203910827637
26,63,26,63,features,feature extraction,1,gold_all,none,0.748500406742096
26,64,26,64,features,feature scaling,1,gold_all,none,0.6319454908370972
26,65,26,65,features,feature selection,1,gold_all,none,0.7682098746299744
26,66,26,66,features,feature space,1,gold_all,none,0.67182457447052
26,67,26,67,features,feature vector,1,gold_all,none,0.7024903297424316
26,68,26,68,features,forward propagation,1,gold_all,none,0.3560108542442322
26,74,26,74,features,generalized linear models,1,gold_all,none,0.3598865866661072
26,75,26,75,features,gibbs sampler,1,gold_all,none,0.30709198117256165
26,91,26,91,features,image classification,1,gold_all,none,0.48158174753189087
26,92,26,92,features,image retrieval,1,gold_all,none,0.37403786182403564
26,107,26,107,features,large margin classifier,1,gold_all,none,0.4915395677089691
26,108,26,108,features,lasso regression,1,gold_all,none,0.5234651565551758
26,109,26,109,features,latent dirichlet allocation,1,gold_all,none,0.27083927392959595
112,26,112,26,learning problem,features,1,gold_all,none,0.5268630385398865
114,26,114,26,learning system,features,1,gold_all,none,0.5865888595581055
26,118,26,118,features,linear classifier,1,gold_all,none,0.5867354869842529
26,120,26,120,features,linear model,1,gold_all,none,0.5958490371704102
26,121,26,121,features,linear regression,1,gold_all,none,0.4691356122493744
26,127,26,127,features,logistic regression,1,gold_all,none,0.4266008734703064
130,26,130,26,machine learning,features,1,gold_all,none,0.5523092150688171
26,142,26,142,features,mean normalization,1,gold_all,none,0.5426893830299377
26,148,26,148,features,mixture model,1,gold_all,none,0.3831946849822998
26,151,26,151,features,model selection,1,gold_all,none,0.608117938041687
26,152,26,152,features,multi-class classification,1,gold_all,none,0.45387834310531616
26,158,26,158,features,neural network,1,gold_all,none,0.5471959114074707
